	sampleID	seqID	patientID	experiment	Time	group	group2	Bacteroidaceae	Bacteroidales_S24.7_group	Bacteroidales_unclassified	Rikenellaceae	Porphyromonadaceae	Bacteroidetes_unclassified	Prevotellaceae	Flavobacteriaceae	Cytophagaceae	Sphingobacteriaceae	Lactobacillaceae	Lachnospiraceae	Erysipelotrichaceae	Peptostreptococcaceae	Ruminococcaceae	Family_XIII	Enterococcaceae	Paenibacillaceae	Clostridiales_unclassified	Staphylococcaceae	Firmicutes_unclassified	Bacillaceae	Listeriaceae	Lactobacillales_unclassified	Streptococcaceae	Clostridia_unclassified	Bacilli_unclassified	Family_XI	Clostridiaceae_1	Bacillales_unclassified	Christensenellaceae	Veillonellaceae	Leuconostocaceae	Acidaminococcaceae	Thermoactinomycetaceae	Planococcaceae	Eubacteriaceae	Aerococcaceae	Carnobacteriaceae	Peptococcaceae	Enterobacteriaceae	Pseudomonadaceae	Mitochondria	Oxalobacteraceae	Comamonadaceae	Xanthomonadaceae	Gammaproteobacteria_unclassified	Desulfovibrionaceae	Campylobacteraceae	Moraxellaceae	Hyphomicrobiaceae	Campylobacterales_unclassified	Brucellaceae	Phyllobacteriaceae	Rhizobiaceae	Halomonadaceae	Bradyrhizobiaceae	Rhizobiales_unclassified	Rhodobacteraceae	Betaproteobacteria_unclassified	Alcaligenaceae	Burkholderiaceae	Burkholderiales_unclassified	Alphaproteobacteria_unclassified	Caulobacteraceae	Methylobacteriaceae	Nevskiaceae	Bifidobacteriaceae	Coriobacteriaceae	Actinobacteria_unclassified	Corynebacteriaceae	Microbacteriaceae	Actinobacteria_unclassified.1	Actinomycetaceae	Brevibacteriaceae	Cellulomonadaceae	Pseudonocardiaceae	Micrococcales_unclassified	Streptomycetaceae	Corynebacteriales_unclassified	Micrococcaceae	Nocardiaceae	Micromonosporaceae	Verrucomicrobiaceae	Verrucomicrobiales_unclassified	Verrucomicrobia_unclassified	Fusobacteriaceae	Mollicutes_unclassified	Mollicutes_RF9_fa	Mycoplasmataceae	Synergistaceae	Unknown_Family	Bacteria_unclassified	unknown_unclassified	Chloroplast_fa	Obscuribacterales_fa	Methanobacteriaceae
11	17752n06	17752n06	17752	chen_model	-6	xg	xg	5.32572768951914	28.4465294807549	3.07602089775029	0.623733873547286	0	0.0213242349930696	0	0	0	0	0.975583750932935	31.8530760208978	1.72193197569037	0	4.88858087216121	0.170593879944557	0	0	0.597078579805949	0	0.0319863524896044	0	0	0	0.00533105874826741	0.00533105874826741	0	0	0	0	0.00533105874826741	0	0	0	0	0	0	0	0	0	0.0319863524896044	0.00533105874826741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00447808934854	0.373174112378718	0.506450581085404	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7838788783452	0.549099051071543	0.106621174965348	0	0	0	0	0	0	5.89081991683548	0	0	0	0
12	17752n08	17752n08	17752	chen_model	-8	xg	xg	1.27085931468615	32.6800878912049	4.70336718332443	5.17251618267118	0	0.0415701644990795	0	0	0	0	13.5696894114852	10.2975236059148	3.6878674505612	0.0118771898568799	3.10588514757408	0.0950175188550389	0.00593859492843993	0	0.451333214561435	0.0118771898568799	0.0653245442128392	0	0	0.00593859492843993	0	0.0296929746421997	0	0.0118771898568799	0	0	0.0237543797137597	0	0	0	0	0	0	0	0	0	0.0237543797137597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09763050062355	0.712631391412792	1.42526278282558	0.0118771898568799	0	0.00593859492843993	0	0	0	0	0	0	0	0	0	0	8.85444503830394	0.581982302987113	0.154403468139438	0	0	0.00593859492843993	0	0	0	8.88413801294614	0	0	0	0
13	17752p00	17752p00	17752	chen_model	0	xg	xg	4.03496234401627	0.511241822879446	0.0659666868231543	0.0274861195096476	0	0	0	0	0	0	26.0843274146556	1.45676433401132	2.83656753339564	0	0.978505854543456	0.00549722390192953	0.00549722390192953	0	0.153922269254027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00549722390192953	0	0	0	0	0	0	48.9197955032708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137430597548238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1933373646309	0.824583585289429	0.307844538508053	0	0	0	0	0	0	0.450772359958221	0	0	0	0
14	17752p01	17752p01	17752	chen_model	1	xg	xg	25.010108011321	7.67631259747011	0.109744122913418	0.0288800323456362	0	0	0	0	0	0	4.493733032981	12.9209264714376	1.49598567550396	0	3.88725235372264	0.150176168197308	0	0	1.24184139086236	0	0.00577600646912725	0	0	0	0	0	0	0.00577600646912725	0	0	0	0	0	0	0	0	0	0	0	0	17.0392190839254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433200485184543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.8086986657425	1.1032172356033	0.115520129382545	0	0	0	0	0	0	0.473632530468434	0	0	0	0
15	17752p04	17752p04	17752	chen_model	4	xg	xg	19.6026436031332	35.3745104438642	3.92460835509138	1.15861618798956	0	0	0.00407963446475196	0	0	0	1.07294386422977	14.6866840731071	0.554830287206266	0	4.34481070496084	0.159105744125326	0	0.00407963446475196	0.399804177545692	0.00407963446475196	0.338609660574413	0	0	0	0.00407963446475196	0.0203981723237598	0	0.00815926892950392	0	0.00407963446475196	0	0	0	0	0	0	0	0	0	0	0.22845953002611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983191906005222	0.0163185378590078	0	0	0	0	0.00407963446475196	0	0	0	0	0	0	0	0	0	13.6830939947781	0.664980417754569	0.130548302872063	0	0	0	0	0	0	2.62320496083551	0	0	0	0
16	17752p07	17752p07	17752	chen_model	7	xg	xg	7.81536515965855	23.7812203604173	2.92127726841606	1.94751817894404	0	0	0.00316155548529877	0	0	0	1.2867530825166	18.2927600379387	0.401517546632943	0	6.05121719886184	0.300347771103383	0	0	0.74296553904521	0	0.237116661397408	0	0	0	0.00632311097059753	0.0284539993676889	0	0.0094846664558963	0	0	0	0.00316155548529877	0	0	0	0	0	0	0	0	0.041100221308884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417325324059437	0.142269996838444	0.113815997470756	0	0	0.00316155548529877	0.00316155548529877	0	0	0	0	0	0	0	0	0	25.4473601011698	1.15712930761935	0.303509326588682	0	0	0	0	0	0	8.54252292127727	0	0	0	0
17	17753cec	17753cec	17753	chen_model	28	xg	xg	5.06785497265546	30.0425359530079	3.23273242860036	0.397002228073729	0.00405104314360948	0	0.00810208628721896	0	0	0	0.70083046384444	20.4618189183715	0.145837553169941	0.00405104314360948	4.77617986631558	0.174194855175208	0.00405104314360948	0	0.980352440753494	0	0.0445614745797043	0	0	0	0.0283573020052664	0	0	0	0	0	0.00810208628721896	0.00405104314360948	0	0	0	0	0	0	0	0	0.0243062588616569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27263520356492	0.352440753494025	0.0729187765849706	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9951387482277	0.70083046384444	0.214705286611302	0	0	0	0	0	0	18.2823577071096	0	0	0	0
18	17753n01	17753n01	17753	chen_model	-1	xg	xg	21.5284419547297	20.3397549756342	4.2993122922075	0.141185043494102	0.00455435624174523	0	0	0	0	0	9.36375643302819	3.07419046317803	4.02149656146104	0	1.58491597212734	0.0500979186591975	0.0227717812087261	0.00455435624174523	0.560185817734663	0	0.150293755977593	0	0	0.00455435624174523	0.00910871248349046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46914423646218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551077105251173	0.00455435624174523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8387757890422	0.99284966070046	0.232272168329007	0	0	0	0	0	0	5.75215193332422	0	0	0	0
19	17753n06	17753n06	17753	chen_model	-6	xg	xg	1.86638037823107	30.1346106201999	2.7582789660583	0.0330332810306384	0	0.0165166405153192	0	0	0	0	0.900156908084896	27.1863902882154	1.76728053513915	0.00825832025765959	2.3701379139483	0.041291601288298	0	0	0.214716326699149	0	0.0165166405153192	0	0	0	0.0165166405153192	0	0	0	0	0	0.0330332810306384	0	0	0	0	0	0	0	0	0	0.0660665620612767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52630275002065	0.280782888760426	0.512015855974895	0	0	0	0	0	0	0	0	0	0	0	0	0	15.599966966719	0.891898587827236	0.115616483607234	0	0	0	0	0	0	11.6442315633	0	0	0	0
20	17753n08	17753n08	17753	chen_model	-8	xg	xg	2.8793303413847	35.2024607937068	4.82073521254601	3.48444354798043	0	0.0302556603297867	0	0	0	0	18.9904694669961	4.59886037012758	1.74978568907266	0.0100852201099289	1.22535424335636	0.0857243709343956	0	0	0.610155816650698	0.00504261005496445	0.0201704402198578	0	0	0.0100852201099289	0	0.0151278301648933	0	0.00504261005496445	0	0	0	0	0	0	0	0	0	0	0	0	0.0151278301648933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7164036105088	0.897584589783672	1.39176037517019	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1775503000353	0.438707074781907	0.216832232363471	0	0	0.00504261005496445	0	0	0	10.3877767132268	0	0	0	0.0100852201099289
21	17753p00	17753p00	17753	chen_model	0	xg	xg	20.5192802056555	1.5012853470437	0.113110539845758	0.077120822622108	0	0	0	0	0	0	9.2133676092545	1.94344473007712	5.35218508997429	0	1.15681233933162	0.0154241645244216	0	0	0.406169665809769	0.0051413881748072	0.0102827763496144	0.0051413881748072	0	0	0	0	0.0102827763496144	0	0	0	0	0.0051413881748072	0	0	0	0	0	0	0	0	46.6221079691517	0.0051413881748072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154241645244216	0.0051413881748072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6092544987147	0.853470437017995	0.318766066838046	0	0	0	0	0	0	0.236503856041131	0	0	0	0
22	17753p01	17753p01	17753	chen_model	1	xg	xg	24.1841042167854	10.1538740865145	0.0907811719849303	0.0953202305841769	0.00453905859924652	0	0	0	0	0	7.48944668875675	13.2495120512006	1.5614361581408	0	3.60401252780173	0.131632699378149	0	0	1.47065498615587	0	0.0136171757977395	0	0	0.00453905859924652	0	0	0	0.00453905859924652	0	0	0	0.00453905859924652	0	0	0	0	0	0	0	0	12.5504970269166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798874313467387	0.00453905859924652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.427488538877	1.0439834778267	0.190640461168354	0	0	0	0	0	0	0.921428895647043	0	0	0	0
23	17753p04	17753p04	17753	chen_model	4	xg	xg	9.64738436226302	20.8465766742699	3.55607074748532	0.893691807201885	0	0	0	0	0	0	7.28040982687058	22.5816101409715	1.67146543020604	0.00373929626444303	5.59024791534233	0.213139887073253	0	0	0.49358710690648	0	0.175746924428822	0	0	0	0.00747859252888606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254272145982126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53524286729238	0.0598287402310885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2685936506749	0.878734622144113	0.216879183337696	0	0	0	0	0	0	3.82530007852522	0	0	0	0
24	17753p07	17753p07	17753	chen_model	7	xg	xg	6.06276747503566	22.7644718071927	2.55274420001502	0.44297619941437	0	0	0	0	0	0	1.73061040618665	19.3482994218785	2.68038141001577	0.00375403558825738	4.94031083414671	0.153915459118552	0	0	0.668218334709813	0.00750807117651475	0.0825887829416623	0	0	0	0.0150161423530295	0.00375403558825738	0	0	0	0	0	0	0	0.00375403558825738	0	0	0	0	0	0	0.030032284706059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75546212178091	0.259028455589759	0.120129138824236	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0517306104062	0.837149936181395	0.165177565883325	0	0	0	0	0	0	15.3127111645018	0	0	0	0.00750807117651475
25	17754cec	17754cec	17754	chen_model	28	xg	xg	6.74724243135414	22.1368223421732	2.66369396855198	1.75428303215208	0.0058671673316123	0	0	0	0	0	0.721661581788313	33.1553625909411	0.123210513963858	0	8.04388641164046	0.170147852616757	0.0117343346632246	0	1.08542595634827	0	0.158413517953532	0	0	0	0.0058671673316123	0.0176015019948369	0	0	0	0	0.0293358366580615	0	0	0	0	0	0	0	0	0	0.058671673316123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28490964562309	0.0704060079793476	0.0528045059845107	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8666979582258	0.539779394508331	0.199483689274818	0	0	0.0176015019948369	0	0	0	8.07908941563013	0	0	0	0
26	17754n01	17754n01	17754	chen_model	-1	xg	xg	22.699989651247	18.9382179447377	2.87695332712408	0.0569181413639656	0	0	0	0	0	0	10.1107316568354	0.667494566904688	1.7748111352582	0.00517437648763324	0.522612025250957	0.0103487529752665	0	0	0.274241953844562	0.0362206354134327	0.129359412190831	0	0	0.00517437648763324	0	0	0	0.0103487529752665	0	0	0	0	0	0	0	0	0	0	0	0	13.4689019973093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96357238952706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8722963882852	0.915864638311084	0.320811342233261	0	0	0	0	0	0	5.3399565352375	0	0	0	0
27	17754n06	17754n06	17754	chen_model	-6	xg	xg	4.40803489905651	24.3887592573805	2.69858983463528	0.441310743633966	0	0.0101450745662981	0	0	0	0	1.5623414832099	17.6575022826418	1.93770924216293	0.0152176118494471	2.66815461093639	0.0811605965303845	0	0	0.289134625139495	0.00507253728314903	0.0760880592472355	0	0	0	0.00507253728314903	0	0	0	0	0.0101450745662981	0.00507253728314903	0	0	0.00507253728314903	0	0	0	0	0	0	0.0557979101146393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71887998376788	0.248554326874303	0.431165669067668	0	0	0	0	0	0	0	0	0	0	0	0	0	24.7844171654662	1.12103073957594	0.182611342193365	0	0	0	0	0	0	14.192959318251	0	0	0	0
28	17754n08	17754n08	17754	chen_model	-8	xg	xg	2.78198334595004	29.1710825132475	5.15140045420136	4.34140802422407	0	0.0189250567751703	0	0	0	0	18.663890991673	5.71536714610144	3.81907645722937	0	1.27176381529145	0.0302800908402725	0.00378501135503407	0	0.439061317183952	0	0.0264950794852385	0	0.00378501135503407	0	0.0113550340651022	0.0264950794852385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264950794852385	0	0	0.00378501135503407	0	0	0	0	0	0	0	0	0	0.00378501135503407	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41862225586677	0.560181680545042	0.897047691143073	0	0	0	0	0	0	0	0	0	0	0	0	0	8.37244511733535	0.412566237698713	0.060560181680545	0	0	0.0264950794852385	0	0	0	15.7418622255867	0	0	0	0
29	17754p00	17754p00	17754	chen_model	0	xg	xg	3.07673961004114	1.39526563711168	0.190805557211854	0.0357760419772226	0	0	0	0	0	0	10.1782839425198	0.6857074712301	8.46103392761314	0	1.19849740623696	0.0178880209886113	0.00596267366287043	0	0.232544272851947	0	0.0119253473257409	0	0	0	0.00596267366287043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.652316498718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14310416790889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9313099994037	0.870550354779083	0.387573788086578	0	0	0	0	0	0	0.518752608669727	0	0	0	0
30	17754p01	17754p01	17754	chen_model	1	xg	xg	23.477503628447	9.92452830188679	0.0551523947750363	0.00870827285921626	0	0	0.00290275761973875	0	0	0	9.46298984034833	6.67053701015965	2.21190130624093	0	2.44702467343977	0.18577648766328	0	0	0.804063860667634	0	0.00870827285921626	0	0	0	0.00290275761973875	0	0	0	0	0.00290275761973875	0	0	0.00290275761973875	0	0	0	0	0	0	0	17.9680696661829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28011611030479	0	0	0	0	0	0	0	0	0.00290275761973875	0	0	0	0	0	0	23.2365747460087	0.963715529753266	0.188679245283019	0	0	0	0	0	0	1.09143686502177	0	0	0	0
31	17754p04	17754p04	17754	chen_model	4	xg	xg	16.5720993934651	20.4656622970065	3.86910585012718	1.52122872236353	0	0	0	0	0	0	2.36744277049501	25.337507337116	0.611426335355116	0.00978282136568186	6.6082958325181	0.273918998239092	0.00489141068284093	0	0.78751711993739	0	0.36685580121307	0	0	0	0.00978282136568186	0.0146742320485228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317941694384661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826648405400117	0.0489141068284093	0.0538055175112502	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2737233418118	0.807082762668754	0.225004891410683	0	0.0146742320485228	0	0	0	0	2.61201330463706	0	0	0	0
32	17754p07	17754p07	17754	chen_model	7	xg	xg	7.06540748513466	24.2159263145622	2.89728343243558	0.647079398391046	0	0	0	0	0	0	0.617931677742801	24.9213011542497	0.215693132797015	0.0116590882592981	6.31339629240993	0.174886323889472	0	0	0.862772531188061	0	0.204034044537717	0	0	0	0.00582954412964906	0.0291477206482453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349772647778944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07846566398508	0.145738603241227	0.151568147370876	0	0	0	0	0	0	0	0	0	0	0	0	0	20.5666316894019	0.985192957910691	0.174886323889472	0	0	0	0	0	0	8.68019120904745	0	0	0	0
